,record_id,supplier_id,supplier_name,item_id,item_description,purcahse_order_id,order_date,promised_delivery_date,actual_delivery_date,promised_lead_time_days,actual_lead_time_days,lead_time_variance_days,quantity_ordered,quantity_received,on_time_delivery,lead_reason,order_status,buyer_id,buyer_name
518,REC-000519,SUP-012,Falcon Aerospace Parts,ITM-0025,Caster Wheel 100mm,PO-100518,2025-08-27,2025-09-26,2025-09-30,30,34,4,87,62,false,raw material shortage,partially delivered,BUY-12,Liam Murphy
519,REC-000520,SUP-023,Umbra Coatings,ITM-0017,Cutting Disc 125mm,PO-100519,2024-09-20,2024-10-06,2024-10-07,16,17,1,972,972,false,supplier capacity shortage,delivered,BUY-12,Liam Murphy
520,REC-000521,SUP-013,Harbor Industrial Supply,ITM-0040,Label Roll Thermal,PO-100520,2024-03-12,2024-04-14,2024-04-12,33,31,-2,314,314,true,On time,delivered,BUY-07,Sara Lindqvist
521,REC-000522,SUP-027,Apex Gaskets,ITM-0029,Motor 0.75kW 3ph,PO-100521,2026-04-23,2026-06-02,2026-06-02,40,40,0,1985,1985,true,On time,delivered,BUY-09,Mei Chen
522,REC-000523,SUP-012,Falcon Aerospace Parts,ITM-0017,Cutting Disc 125mm,PO-100522,2025-06-02,2025-07-09,2025-07-19,37,47,10,956,956,false,raw material shortage,delivered,BUY-09,Mei Chen
523,REC-000524,SUP-013,Harbor Industrial Supply,ITM-0033,Filter Cartridge 10in,PO-100523,2025-12-05,2026-01-10,2026-01-05,36,31,-5,1220,1197,true,On time,partially delivered,BUY-09,Mei Chen
524,REC-000525,SUP-008,Crescent Chemicals,ITM-0023,Steel Bracket L-Type,PO-100524,2025-05-25,2025-06-26,2025-06-27,32,33,1,1463,1463,false,incorrect documentation,delivered,BUY-06,Diego Alvarez
525,REC-000526,SUP-024,Vertex Adhesives,ITM-0026,Pressure Gauge 0-10bar,PO-100525,2024-01-24,2024-02-06,2024-02-12,13,19,6,1715,1386,false,raw material shortage,partially delivered,BUY-06,Diego Alvarez
526,REC-000527,SUP-008,Crescent Chemicals,ITM-0036,Brass Fitting 1/2in,PO-100526,2024-09-29,2024-11-04,2024-11-05,36,37,1,1718,1718,false,supplier capacity shortage,delivered,BUY-11,Nina Petrova
527,REC-000528,SUP-019,Quartz Glassworks,ITM-0015,Gasket Set EPDM,PO-100527,2024-09-05,2024-09-24,2024-09-27,19,22,3,563,523,false,transport/carrier delay,partially delivered,BUY-06,Diego Alvarez
528,REC-000529,SUP-003,Nordic Steel Works,ITM-0010,Copper Wire 2.5mm 100m,PO-100528,2024-02-21,2024-03-29,2024-03-30,37,38,1,1669,1669,false,weather disruption,delivered,BUY-04,Tom Becker
529,REC-000530,SUP-020,Redwood Timber Co,ITM-0015,Gasket Set EPDM,PO-100529,2025-08-05,2025-09-18,2025-09-20,44,46,2,1638,1638,false,weather disruption,delivered,BUY-12,Liam Murphy
530,REC-000531,SUP-003,Nordic Steel Works,ITM-0031,Timing Belt HTD-5M,PO-100530,2026-04-27,2026-05-06,2026-05-05,9,8,-1,988,988,true,On time,delivered,BUY-10,Omar Haddad
531,REC-000532,SUP-026,Zenith Motors,ITM-0038,Insulation Foam Sheet,PO-100531,2026-04-25,2026-05-07,2026-05-04,12,9,-3,1854,1854,true,On time,delivered,BUY-09,Mei Chen
532,REC-000533,SUP-011,Evergreen Textiles,ITM-0001,M8 Hex Bolt Stainless A2,PO-100532,2024-05-15,2024-06-22,2024-06-23,38,39,1,246,246,false,quality hold/inspection,delivered,BUY-01,Aisha Khan
533,REC-000534,SUP-001,Atlas Components Ltd,ITM-0006,Pneumatic Fitting 1/4in,PO-100533,2024-03-08,2024-03-13,2024-03-11,5,3,-2,631,333,true,On time,partially delivered,BUY-04,Tom Becker
534,REC-000535,SUP-014,Ironclad Metals,ITM-0032,V-Belt A-Section,PO-100534,2024-08-13,2024-09-12,2024-09-17,30,35,5,1599,1599,false,raw material shortage,delivered,BUY-08,John O'Brien
535,REC-000536,SUP-002,Meridian Logistics,ITM-0018,Welding Rod 3.2mm 5kg,PO-100535,2024-12-09,2024-12-26,2024-12-27,17,18,1,166,166,false,customs/clearance delay,delivered,BUY-09,Mei Chen
536,REC-000537,SUP-013,Harbor Industrial Supply,ITM-0005,Hydraulic Hose 1in 10m,PO-100536,2025-04-28,2025-05-25,2025-05-24,27,26,-1,1449,1449,true,On time,delivered,BUY-08,John O'Brien
537,REC-000538,SUP-025,Westwind Cables,ITM-0026,Pressure Gauge 0-10bar,PO-100537,2025-01-07,2025-02-06,2025-02-11,30,35,5,1246,1246,false,supplier capacity shortage,delivered,BUY-12,Liam Murphy
538,REC-000539,SUP-014,Ironclad Metals,ITM-0028,Proximity Sensor M12,PO-100538,2024-02-05,2024-03-21,2024-03-22,45,46,1,878,878,false,customs/clearance delay,delivered,BUY-09,Mei Chen
539,REC-000540,SUP-003,Nordic Steel Works,ITM-0002,M10 Flange Nut Zinc,PO-100539,2024-11-25,2025-01-08,2025-01-10,44,46,2,1468,1468,false,weather disruption,delivered,BUY-08,John O'Brien
540,REC-000541,SUP-013,Harbor Industrial Supply,ITM-0012,Capacitor 470uF 25V,PO-100540,2024-11-19,2025-01-01,2025-01-02,43,44,1,893,893,false,weather disruption,delivered,BUY-07,Sara Lindqvist
541,REC-000542,SUP-021,Sterling Valves,ITM-0018,Welding Rod 3.2mm 5kg,PO-100541,2025-12-14,2025-12-22,2025-12-21,8,7,-1,66,61,true,On time,partially delivered,BUY-09,Mei Chen
542,REC-000543,SUP-009,Pioneer Bearings,ITM-0001,M8 Hex Bolt Stainless A2,PO-100542,2025-08-12,2025-08-27,2025-08-19,15,7,-8,939,939,true,On time,delivered,BUY-07,Sara Lindqvist
543,REC-000544,SUP-025,Westwind Cables,ITM-0024,Hinge Stainless 100mm,PO-100543,2024-07-01,2024-08-15,2024-08-16,45,46,1,13,8,false,customs/clearance delay,partially delivered,BUY-02,Marco Rossi
544,REC-000545,SUP-022,Titan Castings,ITM-0037,Rubber Mat 1x1m,PO-100544,2025-09-20,2025-10-14,,24,,,576,0,,cancelled,cancelled,BUY-07,Sara Lindqvist
545,REC-000546,SUP-030,Delta Pneumatics,ITM-0040,Label Roll Thermal,PO-100545,2026-01-18,2026-01-26,,8,,,849,0,,pending delivery,in transit,BUY-07,Sara Lindqvist
546,REC-000547,SUP-008,Crescent Chemicals,ITM-0027,Solenoid Valve 24V,PO-100546,2025-03-30,2025-04-23,2025-04-26,24,27,3,1682,1682,false,incorrect documentation,delivered,BUY-11,Nina Petrova
547,REC-000548,SUP-027,Apex Gaskets,ITM-0022,Hard Hat White,PO-100547,2025-10-09,2025-10-21,2025-10-22,12,13,1,1623,1623,false,weather disruption,delivered,BUY-02,Marco Rossi
548,REC-000549,SUP-021,Sterling Valves,ITM-0033,Filter Cartridge 10in,PO-100548,2026-02-15,2026-03-10,2026-03-13,23,26,3,1388,1388,false,production backlog,delivered,BUY-02,Marco Rossi
549,REC-000550,SUP-009,Pioneer Bearings,ITM-0023,Steel Bracket L-Type,PO-100549,2024-12-21,2025-01-11,2025-01-07,21,17,-4,1042,1042,true,On time,delivered,BUY-05,Priya Nair
550,REC-000551,SUP-015,Lumen Optics,ITM-0035,Stainless Tube 25mm 6m,PO-100550,2024-08-27,2024-10-06,2024-10-17,40,51,11,1847,1847,false,quality hold/inspection,delivered,BUY-03,Lena Schmidt
551,REC-000552,SUP-025,Westwind Cables,ITM-0006,Pneumatic Fitting 1/4in,PO-100551,2026-03-12,2026-03-20,2026-03-21,8,9,1,1584,1106,false,weather disruption,partially delivered,BUY-02,Marco Rossi
552,REC-000553,SUP-003,Nordic Steel Works,ITM-0018,Welding Rod 3.2mm 5kg,PO-100552,2024-12-22,2025-01-10,,19,,,1000,0,,pending delivery,in transit,BUY-04,Tom Becker
553,REC-000554,SUP-011,Evergreen Textiles,ITM-0038,Insulation Foam Sheet,PO-100553,2024-10-12,2024-10-24,2024-10-20,12,8,-4,1221,1221,true,On time,delivered,BUY-01,Aisha Khan
554,REC-000555,SUP-023,Umbra Coatings,ITM-0035,Stainless Tube 25mm 6m,PO-100554,2024-04-10,2024-05-20,2024-05-22,40,42,2,857,857,false,supplier capacity shortage,delivered,BUY-02,Marco Rossi
555,REC-000556,SUP-003,Nordic Steel Works,ITM-0024,Hinge Stainless 100mm,PO-100555,2026-05-21,2026-06-03,2026-06-07,13,17,4,1339,1339,false,supplier capacity shortage,delivered,BUY-01,Aisha Khan
556,REC-000557,SUP-004,BlueRiver Plastics,ITM-0040,Label Roll Thermal,PO-100556,2024-10-22,2024-11-07,2024-11-05,16,14,-2,189,189,true,On time,delivered,BUY-09,Mei Chen
557,REC-000558,SUP-003,Nordic Steel Works,ITM-0026,Pressure Gauge 0-10bar,PO-100557,2026-05-23,2026-07-06,2026-07-10,44,48,4,1049,578,false,incorrect documentation,partially delivered,BUY-02,Marco Rossi
558,REC-000559,SUP-002,Meridian Logistics,ITM-0006,Pneumatic Fitting 1/4in,PO-100558,2025-03-10,2025-04-12,2025-04-09,33,30,-3,750,750,true,On time,delivered,BUY-08,John O'Brien
559,REC-000560,SUP-003,Nordic Steel Works,ITM-0015,Gasket Set EPDM,PO-100559,2024-03-04,2024-03-17,2024-03-22,13,18,5,277,259,false,transport/carrier delay,partially delivered,BUY-01,Aisha Khan
560,REC-000561,SUP-022,Titan Castings,ITM-0034,Coolant Concentrate 20L,PO-100560,2024-08-01,2024-08-19,,18,,,38,0,,pending delivery,in transit,BUY-01,Aisha Khan
561,REC-000562,SUP-026,Zenith Motors,ITM-0029,Motor 0.75kW 3ph,PO-100561,2025-07-23,2025-08-10,2025-08-02,18,10,-8,1435,1435,true,On time,delivered,BUY-06,Diego Alvarez
562,REC-000563,SUP-010,Granite Tooling,ITM-0023,Steel Bracket L-Type,PO-100562,2025-12-03,2025-12-15,2025-12-05,12,2,-10,313,313,true,On time,delivered,BUY-07,Sara Lindqvist
563,REC-000564,SUP-030,Delta Pneumatics,ITM-0008,Roller Bearing NU205,PO-100563,2025-01-09,2025-02-21,2025-02-22,43,44,1,1135,1135,false,incorrect documentation,delivered,BUY-03,Lena Schmidt
564,REC-000565,SUP-003,Nordic Steel Works,ITM-0029,Motor 0.75kW 3ph,PO-100564,2024-07-14,2024-08-24,2024-08-25,41,42,1,838,803,false,customs/clearance delay,partially delivered,BUY-04,Tom Becker
565,REC-000566,SUP-021,Sterling Valves,ITM-0025,Caster Wheel 100mm,PO-100565,2024-12-09,2025-01-02,2025-01-05,24,27,3,1027,1027,false,production backlog,delivered,BUY-08,John O'Brien
566,REC-000567,SUP-004,BlueRiver Plastics,ITM-0016,O-Ring Kit Nitrile,PO-100566,2024-10-03,2024-11-03,2024-11-08,31,36,5,1070,1070,false,transport/carrier delay,delivered,BUY-01,Aisha Khan
567,REC-000568,SUP-021,Sterling Valves,ITM-0027,Solenoid Valve 24V,PO-100567,2025-04-05,2025-05-17,2025-05-25,42,50,8,527,527,false,supplier capacity shortage,delivered,BUY-02,Marco Rossi
568,REC-000569,SUP-022,Titan Castings,ITM-0038,Insulation Foam Sheet,PO-100568,2025-08-12,2025-08-24,2025-08-22,12,10,-2,987,987,true,On time,delivered,BUY-06,Diego Alvarez
569,REC-000570,SUP-014,Ironclad Metals,ITM-0039,Cable Tie 200mm 100pk,PO-100569,2024-12-14,2024-12-23,2024-12-23,9,9,0,977,977,true,On time,delivered,BUY-04,Tom Becker
570,REC-000571,SUP-030,Delta Pneumatics,ITM-0005,Hydraulic Hose 1in 10m,PO-100570,2025-11-26,2025-12-06,2025-12-08,10,12,2,1477,1477,false,quality hold/inspection,delivered,BUY-03,Lena Schmidt
571,REC-000572,SUP-013,Harbor Industrial Supply,ITM-0025,Caster Wheel 100mm,PO-100571,2024-03-26,2024-04-17,2024-04-22,22,27,5,67,67,false,supplier capacity shortage,delivered,BUY-08,John O'Brien
572,REC-000573,SUP-005,Vanguard Fasteners,ITM-0019,Lubricant Grease 5kg,PO-100572,2024-11-21,2024-12-02,2024-11-30,11,9,-2,594,563,true,On time,partially delivered,BUY-12,Liam Murphy
573,REC-000574,SUP-022,Titan Castings,ITM-0025,Caster Wheel 100mm,PO-100573,2024-03-05,2024-03-16,2024-03-14,11,9,-2,960,960,true,On time,delivered,BUY-01,Aisha Khan
574,REC-000575,SUP-004,BlueRiver Plastics,ITM-0009,PVC Pipe 50mm 3m,PO-100574,2024-10-11,2024-10-24,2024-10-26,13,15,2,305,305,false,weather disruption,delivered,BUY-02,Marco Rossi
575,REC-000576,SUP-018,Pinnacle Hydraulics,ITM-0018,Welding Rod 3.2mm 5kg,PO-100575,2024-10-03,2024-10-30,,27,,,1816,0,,pending delivery,in transit,BUY-08,John O'Brien
576,REC-000577,SUP-029,Cobalt Connectors,ITM-0003,Aluminium Sheet 2mm 1x2m,PO-100576,2025-03-07,2025-04-10,2025-04-08,34,32,-2,1042,1042,true,On time,delivered,BUY-09,Mei Chen
577,REC-000578,SUP-019,Quartz Glassworks,ITM-0014,LED Module 12V White,PO-100577,2026-02-03,2026-03-11,2026-03-15,36,40,4,1183,1183,false,quality hold/inspection,delivered,BUY-07,Sara Lindqvist
578,REC-000579,SUP-029,Cobalt Connectors,ITM-0032,V-Belt A-Section,PO-100578,2026-02-20,2026-03-21,2026-03-19,29,27,-2,851,851,true,On time,delivered,BUY-07,Sara Lindqvist
579,REC-000580,SUP-030,Delta Pneumatics,ITM-0032,V-Belt A-Section,PO-100579,2026-03-11,2026-04-06,2026-04-12,26,32,6,1565,1565,false,quality hold/inspection,delivered,BUY-07,Sara Lindqvist
580,REC-000581,SUP-011,Evergreen Textiles,ITM-0005,Hydraulic Hose 1in 10m,PO-100580,2025-10-30,2025-11-24,2025-11-18,25,19,-6,1422,1422,true,On time,delivered,BUY-01,Aisha Khan
581,REC-000582,SUP-024,Vertex Adhesives,ITM-0003,Aluminium Sheet 2mm 1x2m,PO-100581,2025-01-10,2025-01-30,,20,,,518,0,,cancelled,cancelled,BUY-01,Aisha Khan
582,REC-000583,SUP-003,Nordic Steel Works,ITM-0032,V-Belt A-Section,PO-100582,2026-05-18,2026-06-09,2026-06-13,22,26,4,507,507,false,quality hold/inspection,delivered,BUY-09,Mei Chen
583,REC-000584,SUP-018,Pinnacle Hydraulics,ITM-0001,M8 Hex Bolt Stainless A2,PO-100583,2026-03-10,2026-03-31,2026-03-30,21,20,-1,1362,1362,true,On time,delivered,BUY-01,Aisha Khan
584,REC-000585,SUP-014,Ironclad Metals,ITM-0035,Stainless Tube 25mm 6m,PO-100584,2024-12-15,2025-01-01,,17,,,74,0,,cancelled,cancelled,BUY-07,Sara Lindqvist
585,REC-000586,SUP-008,Crescent Chemicals,ITM-0017,Cutting Disc 125mm,PO-100585,2025-04-17,2025-05-08,2025-05-15,21,28,7,1770,1770,false,incorrect documentation,delivered,BUY-12,Liam Murphy
586,REC-000587,SUP-022,Titan Castings,ITM-0006,Pneumatic Fitting 1/4in,PO-100586,2025-05-05,2025-06-01,2025-06-02,27,28,1,1972,1972,false,production backlog,delivered,BUY-10,Omar Haddad
587,REC-000588,SUP-004,BlueRiver Plastics,ITM-0028,Proximity Sensor M12,PO-100587,2025-03-02,2025-03-21,,19,,,1939,0,,pending delivery,in transit,BUY-11,Nina Petrova
588,REC-000589,SUP-025,Westwind Cables,ITM-0006,Pneumatic Fitting 1/4in,PO-100588,2024-03-02,2024-03-13,2024-03-10,11,8,-3,479,479,true,On time,delivered,BUY-11,Nina Petrova
589,REC-000590,SUP-003,Nordic Steel Works,ITM-0012,Capacitor 470uF 25V,PO-100589,2025-04-02,2025-05-17,2025-05-22,45,50,5,203,112,false,incorrect documentation,partially delivered,BUY-11,Nina Petrova
590,REC-000591,SUP-003,Nordic Steel Works,ITM-0034,Coolant Concentrate 20L,PO-100590,2024-01-26,2024-02-04,2024-02-11,9,16,7,1495,1495,false,weather disruption,delivered,BUY-10,Omar Haddad
591,REC-000592,SUP-014,Ironclad Metals,ITM-0009,PVC Pipe 50mm 3m,PO-100591,2025-09-08,2025-10-14,,36,,,141,0,,pending delivery,in transit,BUY-09,Mei Chen
592,REC-000593,SUP-014,Ironclad Metals,ITM-0023,Steel Bracket L-Type,PO-100592,2024-06-12,2024-06-20,2024-06-21,8,9,1,683,683,false,supplier capacity shortage,delivered,BUY-07,Sara Lindqvist
593,REC-000594,SUP-010,Granite Tooling,ITM-0030,Gear Reducer 1:20,PO-100593,2025-12-27,2026-01-14,2026-01-12,18,16,-2,444,444,true,On time,delivered,BUY-01,Aisha Khan
594,REC-000595,SUP-029,Cobalt Connectors,ITM-0017,Cutting Disc 125mm,PO-100594,2025-08-30,2025-09-14,2025-09-09,15,10,-5,75,75,true,On time,delivered,BUY-07,Sara Lindqvist
595,REC-000596,SUP-017,Nexus Semiconductors,ITM-0020,Epoxy Adhesive 1kg,PO-100595,2025-07-05,2025-07-25,2025-08-06,20,32,12,1314,1314,false,transport/carrier delay,delivered,BUY-03,Lena Schmidt
596,REC-000597,SUP-016,Maple Composites,ITM-0029,Motor 0.75kW 3ph,PO-100596,2024-08-20,2024-09-11,2024-08-31,22,11,-11,630,630,true,On time,delivered,BUY-07,Sara Lindqvist
597,REC-000598,SUP-001,Atlas Components Ltd,ITM-0006,Pneumatic Fitting 1/4in,PO-100597,2024-06-13,2024-06-24,,11,,,41,0,,pending delivery,in transit,BUY-04,Tom Becker
598,REC-000599,SUP-026,Zenith Motors,ITM-0002,M10 Flange Nut Zinc,PO-100598,2025-02-13,2025-03-12,2025-03-03,27,18,-9,1855,1855,true,On time,delivered,BUY-11,Nina Petrova
599,REC-000600,SUP-009,Pioneer Bearings,ITM-0033,Filter Cartridge 10in,PO-100599,2025-08-27,2025-10-09,2025-10-06,43,40,-3,646,646,true,On time,delivered,BUY-07,Sara Lindqvist
600,REC-000601,SUP-013,Harbor Industrial Supply,ITM-0040,Label Roll Thermal,PO-100600,2025-02-25,2025-03-21,2025-03-19,24,22,-2,1406,917,true,On time,partially delivered,BUY-07,Sara Lindqvist
601,REC-000602,SUP-026,Zenith Motors,ITM-0035,Stainless Tube 25mm 6m,PO-100601,2024-09-11,2024-10-22,2024-10-26,41,45,4,1936,1936,false,supplier capacity shortage,delivered,BUY-12,Liam Murphy
602,REC-000603,SUP-002,Meridian Logistics,ITM-0038,Insulation Foam Sheet,PO-100602,2026-05-28,2026-06-08,2026-06-05,11,8,-3,440,440,true,On time,delivered,BUY-11,Nina Petrova
603,REC-000604,SUP-008,Crescent Chemicals,ITM-0008,Roller Bearing NU205,PO-100603,2025-04-01,2025-04-09,2025-04-16,8,15,7,1621,1621,false,incorrect documentation,delivered,BUY-01,Aisha Khan
604,REC-000605,SUP-016,Maple Composites,ITM-0028,Proximity Sensor M12,PO-100604,2025-02-19,2025-03-29,2025-03-30,38,39,1,382,195,false,incorrect documentation,partially delivered,BUY-04,Tom Becker
605,REC-000606,SUP-012,Falcon Aerospace Parts,ITM-0008,Roller Bearing NU205,PO-100605,2024-01-13,2024-02-01,2024-02-03,19,21,2,1259,1259,false,production backlog,delivered,BUY-07,Sara Lindqvist
606,REC-000607,SUP-025,Westwind Cables,ITM-0001,M8 Hex Bolt Stainless A2,PO-100606,2025-06-29,2025-07-22,2025-07-30,23,31,8,1629,1629,false,production backlog,delivered,BUY-04,Tom Becker
607,REC-000608,SUP-028,Borealis Polymers,ITM-0002,M10 Flange Nut Zinc,PO-100607,2025-12-21,2026-01-20,2026-01-12,30,22,-8,411,337,true,On time,partially delivered,BUY-07,Sara Lindqvist
608,REC-000609,SUP-012,Falcon Aerospace Parts,ITM-0010,Copper Wire 2.5mm 100m,PO-100608,2025-07-23,2025-09-03,,42,,,1880,0,,cancelled,cancelled,BUY-11,Nina Petrova
609,REC-000610,SUP-027,Apex Gaskets,ITM-0002,M10 Flange Nut Zinc,PO-100609,2024-08-15,2024-09-23,,39,,,46,0,,cancelled,cancelled,BUY-06,Diego Alvarez
610,REC-000611,SUP-024,Vertex Adhesives,ITM-0024,Hinge Stainless 100mm,PO-100610,2024-01-16,2024-02-23,2024-02-26,38,41,3,258,258,false,customs/clearance delay,delivered,BUY-07,Sara Lindqvist
611,REC-000612,SUP-029,Cobalt Connectors,ITM-0031,Timing Belt HTD-5M,PO-100611,2026-02-11,2026-03-06,2026-03-04,23,21,-2,893,694,true,On time,partially delivered,BUY-12,Liam Murphy
612,REC-000613,SUP-025,Westwind Cables,ITM-0003,Aluminium Sheet 2mm 1x2m,PO-100612,2026-02-25,2026-03-22,2026-03-16,25,19,-6,1719,1719,true,On time,delivered,BUY-08,John O'Brien
613,REC-000614,SUP-029,Cobalt Connectors,ITM-0010,Copper Wire 2.5mm 100m,PO-100613,2025-04-22,2025-05-27,2025-05-25,35,33,-2,1785,1227,true,On time,partially delivered,BUY-09,Mei Chen
614,REC-000615,SUP-030,Delta Pneumatics,ITM-0024,Hinge Stainless 100mm,PO-100614,2024-05-09,2024-06-01,,23,,,81,0,,pending delivery,in transit,BUY-10,Omar Haddad
615,REC-000616,SUP-009,Pioneer Bearings,ITM-0021,Safety Gloves Nitrile L,PO-100615,2024-05-25,2024-06-02,2024-05-27,8,2,-6,428,428,true,On time,delivered,BUY-05,Priya Nair
616,REC-000617,SUP-006,Summit Electronics,ITM-0002,M10 Flange Nut Zinc,PO-100616,2025-04-04,2025-05-18,2025-05-21,44,47,3,605,561,false,raw material shortage,partially delivered,BUY-03,Lena Schmidt
617,REC-000618,SUP-016,Maple Composites,ITM-0033,Filter Cartridge 10in,PO-100617,2025-04-18,2025-05-22,2025-05-16,34,28,-6,410,410,true,On time,delivered,BUY-02,Marco Rossi
618,REC-000619,SUP-002,Meridian Logistics,ITM-0022,Hard Hat White,PO-100618,2025-01-24,2025-02-16,2025-02-23,23,30,7,1516,1516,false,production backlog,delivered,BUY-05,Priya Nair
619,REC-000620,SUP-023,Umbra Coatings,ITM-0001,M8 Hex Bolt Stainless A2,PO-100619,2024-08-28,2024-09-26,2024-10-05,29,38,9,1812,1812,false,weather disruption,delivered,BUY-07,Sara Lindqvist
620,REC-000621,SUP-023,Umbra Coatings,ITM-0020,Epoxy Adhesive 1kg,PO-100620,2025-09-21,2025-10-11,2025-10-16,20,25,5,1488,1488,false,incorrect documentation,delivered,BUY-02,Marco Rossi
621,REC-000622,SUP-017,Nexus Semiconductors,ITM-0001,M8 Hex Bolt Stainless A2,PO-100621,2024-01-02,2024-01-18,2024-01-18,16,16,0,582,582,true,On time,delivered,BUY-12,Liam Murphy
622,REC-000623,SUP-010,Granite Tooling,ITM-0024,Hinge Stainless 100mm,PO-100622,2024-11-30,2024-12-15,2024-12-08,15,8,-7,1142,689,true,On time,partially delivered,BUY-05,Priya Nair
623,REC-000624,SUP-005,Vanguard Fasteners,ITM-0037,Rubber Mat 1x1m,PO-100623,2026-01-02,2026-02-08,2026-01-29,37,27,-10,1495,1495,true,On time,delivered,BUY-10,Omar Haddad
624,REC-000625,SUP-018,Pinnacle Hydraulics,ITM-0012,Capacitor 470uF 25V,PO-100624,2024-09-22,2024-10-11,2024-10-08,19,16,-3,557,557,true,On time,delivered,BUY-04,Tom Becker
625,REC-000626,SUP-010,Granite Tooling,ITM-0019,Lubricant Grease 5kg,PO-100625,2024-12-01,2025-01-03,,33,,,576,0,,cancelled,cancelled,BUY-11,Nina Petrova
626,REC-000627,SUP-017,Nexus Semiconductors,ITM-0034,Coolant Concentrate 20L,PO-100626,2026-05-07,2026-06-04,2026-06-06,28,30,2,1799,1799,false,quality hold/inspection,delivered,BUY-02,Marco Rossi
627,REC-000628,SUP-021,Sterling Valves,ITM-0013,Resistor Kit 1/4W,PO-100627,2025-10-05,2025-10-11,2025-10-11,6,6,0,848,776,true,On time,partially delivered,BUY-08,John O'Brien
628,REC-000629,SUP-026,Zenith Motors,ITM-0024,Hinge Stainless 100mm,PO-100628,2026-05-30,2026-06-10,2026-06-05,11,6,-5,1984,1984,true,On time,delivered,BUY-02,Marco Rossi
629,REC-000630,SUP-001,Atlas Components Ltd,ITM-0004,Mild Steel Plate 5mm,PO-100629,2024-04-08,2024-04-14,2024-04-09,6,1,-5,1313,1313,true,On time,delivered,BUY-08,John O'Brien
630,REC-000631,SUP-013,Harbor Industrial Supply,ITM-0018,Welding Rod 3.2mm 5kg,PO-100630,2026-02-04,2026-02-27,2026-02-28,23,24,1,1583,1583,false,customs/clearance delay,delivered,BUY-12,Liam Murphy
631,REC-000632,SUP-024,Vertex Adhesives,ITM-0005,Hydraulic Hose 1in 10m,PO-100631,2024-09-11,2024-10-17,2024-10-18,36,37,1,1996,1996,false,weather disruption,delivered,BUY-03,Lena Schmidt
632,REC-000633,SUP-001,Atlas Components Ltd,ITM-0001,M8 Hex Bolt Stainless A2,PO-100632,2024-01-22,2024-02-10,2024-02-07,19,16,-3,993,993,true,On time,delivered,BUY-04,Tom Becker
633,REC-000634,SUP-021,Sterling Valves,ITM-0031,Timing Belt HTD-5M,PO-100633,2024-01-07,2024-02-06,2024-02-05,30,29,-1,270,270,true,On time,delivered,BUY-06,Diego Alvarez
634,REC-000635,SUP-012,Falcon Aerospace Parts,ITM-0005,Hydraulic Hose 1in 10m,PO-100634,2025-11-16,2025-12-04,2025-12-05,18,19,1,1036,1036,false,raw material shortage,delivered,BUY-10,Omar Haddad
635,REC-000636,SUP-010,Granite Tooling,ITM-0018,Welding Rod 3.2mm 5kg,PO-100635,2024-09-20,2024-10-30,,40,,,1961,0,,pending delivery,in transit,BUY-08,John O'Brien
636,REC-000637,SUP-008,Crescent Chemicals,ITM-0017,Cutting Disc 125mm,PO-100636,2025-11-12,2025-12-26,2026-01-02,44,51,7,827,827,false,quality hold/inspection,delivered,BUY-07,Sara Lindqvist
637,REC-000638,SUP-026,Zenith Motors,ITM-0040,Label Roll Thermal,PO-100637,2025-07-17,2025-08-13,2025-08-11,27,25,-2,641,641,true,On time,delivered,BUY-03,Lena Schmidt
638,REC-000639,SUP-004,BlueRiver Plastics,ITM-0001,M8 Hex Bolt Stainless A2,PO-100638,2024-03-29,2024-04-30,,32,,,738,0,,cancelled,cancelled,BUY-02,Marco Rossi
639,REC-000640,SUP-006,Summit Electronics,ITM-0017,Cutting Disc 125mm,PO-100639,2024-05-07,2024-06-21,2024-06-22,45,46,1,717,717,false,raw material shortage,delivered,BUY-01,Aisha Khan
640,REC-000641,SUP-022,Titan Castings,ITM-0012,Capacitor 470uF 25V,PO-100640,2024-03-03,2024-03-16,2024-03-15,13,12,-1,477,477,true,On time,delivered,BUY-06,Diego Alvarez
641,REC-000642,SUP-001,Atlas Components Ltd,ITM-0031,Timing Belt HTD-5M,PO-100641,2025-09-29,2025-10-25,2025-10-29,26,30,4,741,741,false,quality hold/inspection,delivered,BUY-11,Nina Petrova
642,REC-000643,SUP-027,Apex Gaskets,ITM-0004,Mild Steel Plate 5mm,PO-100642,2026-05-15,2026-05-26,,11,,,1513,0,,cancelled,cancelled,BUY-10,Omar Haddad
643,REC-000644,SUP-020,Redwood Timber Co,ITM-0037,Rubber Mat 1x1m,PO-100643,2024-03-17,2024-04-14,2024-04-16,28,30,2,1754,1754,false,production backlog,delivered,BUY-07,Sara Lindqvist
644,REC-000645,SUP-006,Summit Electronics,ITM-0033,Filter Cartridge 10in,PO-100644,2024-03-10,2024-04-21,2024-04-27,42,48,6,1185,1185,false,supplier capacity shortage,delivered,BUY-04,Tom Becker
645,REC-000646,SUP-023,Umbra Coatings,ITM-0027,Solenoid Valve 24V,PO-100645,2024-03-03,2024-04-04,2024-04-09,32,37,5,1016,1016,false,production backlog,delivered,BUY-12,Liam Murphy
646,REC-000647,SUP-008,Crescent Chemicals,ITM-0020,Epoxy Adhesive 1kg,PO-100646,2025-10-04,2025-11-17,2025-11-21,44,48,4,813,813,false,raw material shortage,delivered,BUY-11,Nina Petrova
